ID_Cliente,Nombre_Cliente,Segmento,Puntaje_Fidelidad,Canal_Preferido,Cantidad_Pedidos,Monto_Total_Comprado,Ganancia_Total_Generada,Region,Estado,Ciudad,Anio_Ultima_Compra,Ticket_Promedio
C0229,Jorge Pérez,Corporativo,88,Web,6,34617.38,10375.44,Sur,La Araucanía,Temuco,2025,5769.56
C0230,Josefa Fuentes,Consumidor,77,Web,0,0.0,0.0,Centro,Maule,Talca,0,0.0
C0231,Antonia Flores,Home Office,59,Web,3,10672.36,2455.88,Norte,Antofagasta,Antofagasta,2024,3557.45
C0232,Catalina López,Corporativo,55,Web,9,28292.93,9934.22,Austral,Aysén,Coyhaique,2025,3143.66
C0233,Jorge Díaz,Home Office,15,App,4,20076.98,6143.49,Sur,La Araucanía,Temuco,2024,5019.24
C0234,Fernanda Soto,Home Office,90,Correo,4,15957.3,5625.87,Norte,Antofagasta,Antofagasta,2025,3989.32
C0235,María Hernández,Consumidor,15,App,5,24895.14,9408.23,Austral,Aysén,Coyhaique,2024,4979.03
C0236,Fernanda Sepúlveda,Home Office,42,Correo,9,30871.82,10021.42,Centro,Maule,Talca,2025,3430.2
C0237,Camila Sepúlveda,Corporativo,44,Teléfono,4,18440.61,6208.48,Norte,Tarapacá,Iquique,2024,4610.15
C0238,Sebastián López,Home Office,53,Sin Información,2,17735.6,5093.01,Norte,Coquimbo,La Serena,2024,8867.8
C0239,Martina Torres,Corporativo,20,Teléfono,6,19320.32,7295.27,Norte,Tarapacá,Iquique,2025,3220.05
C0240,Sebastián Castillo,Consumidor,51,Teléfono,3,19888.42,5774.45,Centro,Metropolitana,Santiago,2024,6629.47
C0241,Fernanda Sepúlveda,Corporativo,31,Correo,4,30114.68,8760.71,Sur,La Araucanía,Temuco,2025,7528.67
C0242,Daniela Muñoz,Home Office,45,Correo,0,0.0,0.0,Centro,O'Higgins,Rancagua,0,0.0
C0243,Nicolás López,Corporativo,13,App,9,40724.07,10590.74,Austral,Magallanes,Punta Arenas,2025,4524.9
C0244,Nicolás Hernández,Consumidor,40,Web,7,30268.79,9681.97,Norte,Coquimbo,La Serena,2025,4324.11
C0245,Paula Espinoza,Consumidor,96,App,4,27536.04,8725.01,Centro,Maule,Talca,2024,6884.01
C0246,Andrés Hernández,Consumidor,77,App,4,11379.62,4273.21,Sur,Los Lagos,Puerto Montt,2025,2844.9
C0247,Fernanda Martínez,Consumidor,33,Web,2,8061.54,2419.44,Austral,Aysén,Coyhaique,2024,4030.77
C0248,Paula Flores,Consumidor,100,Teléfono,0,0.0,0.0,Centro,Valparaíso,Valparaíso,0,0.0
C0249,Ignacio Sepúlveda,Home Office,25,App,4,20142.74,6732.76,Norte,Coquimbo,La Serena,2025,5035.68
C0250,Daniela Soto,Home Office,97,Web,3,16085.33,5823.37,Sur,Los Ríos,Valdivia,2024,5361.78
C0251,Andrés Rojas,Home Office,48,Teléfono,1,5431.18,2538.27,Norte,Antofagasta,Antofagasta,2023,5431.18
C0252,Martina Soto,Corporativo,25,App,3,13109.5,3701.62,Centro,Maule,Talca,2025,4369.83
C0253,Jorge Torres,Consumidor,69,Teléfono,6,16890.02,4834.68,Centro,Maule,Talca,2025,2815.0
C0254,Isidora Rojas,Consumidor,71,Correo,6,26738.28,8718.25,Sur,Biobío,Concepción,2024,4456.38
C0255,Javiera Fuentes,Home Office,50,Sin Información,6,25743.23,8856.09,Sur,Los Ríos,Valdivia,2025,4290.54
C0256,Daniela Araya,Corporativo,26,App,4,18039.3,5944.51,Austral,Aysén,Coyhaique,2025,4509.82
C0257,Vicente Muñoz,Consumidor,48,App,5,26641.13,9056.4,Norte,Coquimbo,La Serena,2024,5328.23
C0258,Fernanda Silva,Corporativo,20,Teléfono,4,19992.11,6532.38,Centro,Maule,Talca,2025,4998.03
C0259,Catalina Flores,Corporativo,88,Teléfono,6,29513.62,10293.06,Austral,Magallanes,Punta Arenas,2025,4918.94
C0260,Antonia Soto,Home Office,31,App,3,17378.48,5967.04,Sur,Los Lagos,Puerto Montt,2024,5792.83
C0261,Luis González,Consumidor,93,Teléfono,2,11555.49,3906.09,Norte,Coquimbo,La Serena,2025,5777.74
C0262,Sebastián Castillo,Home Office,90,Correo,3,13560.41,2670.7,Norte,Antofagasta,Antofagasta,2024,4520.14
C0263,Catalina Sepúlveda,Corporativo,48,Correo,2,12142.14,4727.33,Centro,Metropolitana,Santiago,2024,6071.07
C0264,Martina Muñoz,Consumidor,71,Correo,2,13171.84,4119.28,Austral,Aysén,Coyhaique,2024,6585.92
C0265,Fernanda Castillo,Consumidor,54,Teléfono,3,14018.14,5540.82,Sur,Biobío,Concepción,2024,4672.71
C0266,Javiera Rodríguez,Home Office,50,Web,3,9276.87,3112.98,Norte,Antofagasta,Antofagasta,2024,3092.29
C0267,Carlos Martínez,Corporativo,22,App,7,24200.91,6463.67,Sur,Los Ríos,Valdivia,2024,3457.27
C0268,Paula Castillo,Corporativo,51,App,5,26627.03,9103.09,Sur,La Araucanía,Temuco,2025,5325.41
C0269,Javiera Soto,Corporativo,73,Correo,8,37750.39,11611.72,Sur,Los Ríos,Valdivia,2025,4718.8
C0270,Ana Rojas,Corporativo,40,Correo,6,25520.07,7824.46,Norte,Tarapacá,Iquique,2025,4253.34
C0271,Andrés Muñoz,Consumidor,86,Correo,5,32108.41,8654.21,Centro,O'Higgins,Rancagua,2025,6421.68
C0272,Tomás González,Consumidor,43,Sin Información,2,12266.91,3418.57,Centro,Metropolitana,Santiago,2024,6133.46
C0273,Andrés Muñoz,Corporativo,56,App,1,2092.06,559.63,Norte,Tarapacá,Iquique,2024,2092.06
C0274,Paula Araya,Corporativo,89,Teléfono,5,12853.05,3424.23,Austral,Aysén,Coyhaique,2024,2570.61
C0275,Carlos López,Corporativo,28,Teléfono,5,19573.81,6212.02,Centro,Maule,Talca,2025,3914.76
C0276,Antonia López,Home Office,14,Web,3,19935.71,6992.94,Centro,Valparaíso,Valparaíso,2025,6645.24
C0277,Fernanda Torres,Home Office,87,App,8,36041.61,9448.11,Sur,Los Lagos,Puerto Montt,2025,4505.2
C0278,Fernanda Castillo,Corporativo,88,Correo,3,11999.49,4140.68,Sur,Los Lagos,Puerto Montt,2024,3999.83
C0279,Fernanda Araya,Home Office,100,Correo,2,3153.63,873.51,Centro,Maule,Talca,2024,1576.82
C0280,Constanza González,Corporativo,63,Web,3,17668.69,4226.13,Sur,La Araucanía,Temuco,2025,5889.56
C0281,Benjamín González,Home Office,93,Teléfono,9,45361.41,15487.82,Centro,Maule,Talca,2024,5040.16
C0282,Luis Espinoza,Corporativo,28,Correo,6,26717.79,8850.06,Austral,Aysén,Coyhaique,2024,4452.96
C0283,Josefa Díaz,Consumidor,50,Correo,7,37785.68,12728.55,Austral,Magallanes,Punta Arenas,2024,5397.95
C0284,Sebastián Contreras,Corporativo,17,Correo,6,37942.92,11716.85,Austral,Aysén,Coyhaique,2025,6323.82
C0285,Camila Flores,Corporativo,77,Correo,5,24403.84,6301.82,Sur,La Araucanía,Temuco,2024,4880.77
C0286,Pedro Hernández,Home Office,96,Teléfono,0,0.0,0.0,Centro,O'Higgins,Rancagua,0,0.0
C0287,Felipe Contreras,Consumidor,38,Teléfono,5,17006.58,3935.45,Norte,Coquimbo,La Serena,2024,3401.32
C0288,Martina Contreras,Home Office,71,Teléfono,4,18030.04,4528.47,Centro,Metropolitana,Santiago,2025,4507.51
C0289,Vicente Martínez,Corporativo,60,Sin Información,4,24167.37,7214.69,Norte,Coquimbo,La Serena,2024,6041.84
C0290,Diego Muñoz,Corporativo,66,Teléfono,1,1122.77,83.81,Sur,Los Lagos,Puerto Montt,2023,1122.77
C0291,Felipe Contreras,Consumidor,81,Teléfono,6,9041.89,2880.75,Sur,Los Lagos,Puerto Montt,2025,1506.98
C0292,Carlos Castillo,Home Office,41,App,4,28892.9,6010.88,Centro,Maule,Talca,2025,7223.22
C0293,Isidora Araya,Consumidor,16,App,4,18038.78,7059.47,Centro,O'Higgins,Rancagua,2025,4509.7
C0294,Fernanda Torres,Consumidor,10,App,3,6356.95,1775.34,Sur,Los Ríos,Valdivia,2024,2118.98
C0295,Catalina Torres,Corporativo,46,App,3,5213.92,825.02,Austral,Magallanes,Punta Arenas,2024,1737.97
C0296,Catalina Muñoz,Consumidor,78,App,4,17781.25,6243.91,Sur,Biobío,Concepción,2024,4445.31
C0297,Sebastián Soto,Consumidor,33,Correo,2,8392.58,2119.36,Centro,O'Higgins,Rancagua,2025,4196.29
C0298,Ana Sepúlveda,Home Office,52,Web,2,7196.04,2214.63,Centro,Maule,Talca,2025,3598.02
C0299,Catalina Flores,Home Office,74,App,2,11585.77,4560.72,Norte,Tarapacá,Iquique,2025,5792.88
C0300,Camila Díaz,Corporativo,92,Correo,8,40464.91,12434.33,Sur,Los Lagos,Puerto Montt,2025,5058.11
